city,postcode,living_space,rooms,rent,description,year_built,floor,rent_per_sqm,scam_label,city_tier
Dresden,01109,100.7,3.2,843.0,Modern renovated apartment near public transport.,1946,4,8.37,0,3
Dortmund,44137,99.2,2.8,608.0,Close to university and city center.,1944,1,6.13,0,4
Cologne,50676,141.4,5.0,2124.0,Gepflegtes Mehrfamilienhaus in guter Lage.,1968,1,15.02,0,2
Hannover,30169,97.4,3.7,2060.0,Altbauwohnung mit hohen Decken und Parkettboden.,2000,3,21.15,0,3
Dresden,01097,118.4,4.3,1009.0,Moderne Wohnung mit Fußbodenheizung.,1977,1,8.52,0,3
Dresden,01069,60.4,2.3,655.0,Modern renovated apartment near public transport.,1916,6,10.84,0,3
Duisburg,47055,76.1,2.1,364.0,Well-maintained building with elevator.,1933,2,4.78,0,4
Stuttgart,70186,142.8,5.0,2305.0,Moderne Wohnung mit Fußbodenheizung.,1944,7,16.14,0,1
Frankfurt,60322,135.5,4.9,4761.0,Bright apartment with great views of the city.,1935,7,35.14,0,1
Berlin,10963,81.4,2.8,1407.0,Sonnige Südausrichtung mit großer Terrasse.,1976,2,17.29,0,2
Hannover,30163,115.1,3.5,1856.0,Frisch saniert mit neuer Küche und Bad.,1914,6,16.12,0,3
Düsseldorf,40213,139.4,5.1,3130.0,Gepflegtes Mehrfamilienhaus in guter Lage.,2008,2,22.46,0,2
Frankfurt,60316,74.3,2.4,1561.0,Modern renovated apartment near public transport.,1909,3,21.01,0,1
Essen,45131,146.6,4.9,501.0,"Ich bin im Ausland, bitte Miete vorab überweisen für Schlüsselübergabe.",1934,7,3.42,1,4
Berlin,10243,95.8,2.9,1661.0,Modern renovated apartment near public transport.,1957,0,17.34,0,2
Dresden,01109,141.0,5.0,868.0,Moderne Wohnung mit Fußbodenheizung.,1923,0,6.16,0,3
Stuttgart,70180,96.5,3.6,1967.0,Frisch saniert mit neuer Küche und Bad.,1942,7,20.38,0,1
Essen,45133,41.4,1.5,254.0,Green surroundings with garden access.,2006,2,6.14,0,4
Dresden,01099,41.5,1.0,399.0,Sonnige Südausrichtung mit großer Terrasse.,1935,6,9.61,0,3
Leipzig,04177,123.1,4.3,274.0,Too good to be true? It's real! Just send deposit first.,1994,7,2.22,1,3
Cologne,50672,61.3,2.1,727.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",2020,0,11.86,0,2
Hamburg,20095,97.6,3.5,1625.0,Green surroundings with garden access.,1909,2,16.65,0,2
Dortmund,44143,93.0,2.8,703.0,Bright apartment with great views of the city.,2002,2,7.56,0,4
Hannover,30161,32.5,1.6,111.0,Keine Besichtigung möglich. Schlüssel werden nach Zahlung geschickt.,1941,7,3.4,1,3
Duisburg,47053,89.7,2.8,1140.0,Schöne helle Wohnung im Altbau mit Balkon. Ruhige Lage.,2019,2,12.71,0,4
Duisburg,47059,107.3,3.2,584.0,Bright apartment with great views of the city.,1966,0,5.44,0,4
Leipzig,04177,56.5,2.3,333.0,Gepflegtes Mehrfamilienhaus in guter Lage.,1948,4,5.89,0,3
Dortmund,44143,40.0,1.4,232.0,Sonnige Südausrichtung mit großer Terrasse.,1950,8,5.8,0,4
Dortmund,44141,118.4,3.5,864.0,Gepflegtes Mehrfamilienhaus in guter Lage.,2005,3,7.3,0,4
Hamburg,20095,116.3,3.4,2180.0,Modern renovated apartment near public transport.,1979,5,18.74,0,2
Munich,80469,124.0,3.7,2294.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,1908,4,18.5,0,1
Dresden,01099,54.7,1.8,383.0,Schöne helle Wohnung im Altbau mit Balkon. Ruhige Lage.,1902,4,7.0,0,3
Hamburg,20148,74.3,2.9,1458.0,Altbauwohnung mit hohen Decken und Parkettboden.,1995,5,19.62,0,2
Cologne,50672,33.3,1.0,657.0,"Quiet neighborhood, perfect for families.",1974,1,19.72,0,2
Duisburg,47057,112.9,3.4,621.0,Bright apartment with great views of the city.,2016,7,5.5,0,4
Essen,45131,57.4,1.7,398.0,Green surroundings with garden access.,1914,7,6.93,0,4
Frankfurt,60318,132.9,4.5,534.0,Too good to be true? It's real! Just send deposit first.,1910,3,4.02,1,1
Frankfurt,60311,143.4,4.5,3909.0,Sonnige Südausrichtung mit großer Terrasse.,2015,0,27.26,0,1
Berlin,10243,145.1,4.5,2260.0,Modern renovated apartment near public transport.,2019,5,15.58,0,2
Munich,81667,33.6,1.1,1524.0,Schöne helle Wohnung im Altbau mit Balkon. Ruhige Lage.,2017,4,45.37,0,1
Frankfurt,60316,131.0,4.3,2445.0,Moderne Wohnung mit Fußbodenheizung.,1926,2,18.66,0,1
Dortmund,44145,77.3,2.5,241.0,Keine Besichtigung möglich. Schlüssel werden nach Zahlung geschickt.,1955,0,3.11,1,4
Hamburg,20097,73.9,2.6,1519.0,"Quiet neighborhood, perfect for families.",1958,4,20.56,0,2
Stuttgart,70182,98.8,3.0,1998.0,Moderne Wohnung mit Fußbodenheizung.,1935,8,20.22,0,1
Düsseldorf,40211,73.0,2.3,339.0,URGENT: Must rent immediately. Wire transfer required before keys.,2001,4,4.65,1,2
Leipzig,04107,147.9,4.7,1132.0,Altbauwohnung mit hohen Decken und Parkettboden.,1985,6,7.65,0,3
Cologne,50668,40.9,1.4,501.0,Green surroundings with garden access.,1917,1,12.25,0,2
Frankfurt,60325,91.0,3.1,3343.0,Modern renovated apartment near public transport.,1966,8,36.74,0,1
Munich,80539,59.5,2.1,2174.0,Moderne Wohnung mit Fußbodenheizung.,1960,4,36.53,0,1
Berlin,10179,124.1,4.5,3539.0,Close to university and city center.,1972,7,28.51,0,2
Duisburg,47051,133.1,4.6,649.0,Schöne helle Wohnung im Altbau mit Balkon. Ruhige Lage.,1924,4,4.88,0,4
Duisburg,47057,28.2,1.0,247.0,Newly built apartment with underground parking.,1939,3,8.75,0,4
Dresden,01109,61.9,1.6,210.0,I won the lottery and leaving Germany. Quick decision needed.,1961,5,3.4,1,3
Leipzig,04177,145.5,5.1,1220.0,Bright apartment with great views of the city.,2015,5,8.38,0,3
Essen,45128,140.2,5.1,679.0,Too good to be true? It's real! Just send deposit first.,1961,8,4.85,1,4
Berlin,10243,77.5,2.3,840.0,Schöne helle Wohnung im Altbau mit Balkon. Ruhige Lage.,1917,0,10.84,0,2
Leipzig,04109,131.1,4.0,1295.0,Frisch saniert mit neuer Küche und Bad.,1971,3,9.88,0,3
Stuttgart,70178,28.2,1.3,483.0,Moderne Wohnung mit Fußbodenheizung.,1900,1,17.13,0,1
Munich,80469,50.3,1.8,1381.0,Moderne Wohnung mit Fußbodenheizung.,1935,3,27.46,0,1
Leipzig,04103,30.4,1.0,123.0,Payment required before viewing. Keys will be mailed to you.,1989,1,4.06,1,3
Frankfurt,60318,131.7,4.4,2303.0,Moderne Wohnung mit Fußbodenheizung.,1920,7,17.49,0,1
Hannover,30167,138.3,5.0,1328.0,Newly built apartment with underground parking.,2002,7,9.6,0,3
Cologne,50676,107.2,3.7,1534.0,Newly built apartment with underground parking.,1994,5,14.31,0,2
Duisburg,47058,101.9,3.1,569.0,Gepflegtes Mehrfamilienhaus in guter Lage.,1957,5,5.58,0,4
Dortmund,44137,107.9,3.7,1034.0,Modern renovated apartment near public transport.,1904,8,9.58,0,4
Frankfurt,60316,58.3,1.7,924.0,Close to university and city center.,1932,0,15.85,0,1
Düsseldorf,40219,133.1,4.1,2464.0,Green surroundings with garden access.,1973,8,18.51,0,2
Nuremberg,90403,143.3,5.1,2603.0,Close to university and city center.,1925,8,18.17,0,3
Stuttgart,70180,145.0,4.5,836.0,"I am currently abroad, please send deposit via Western Union before viewing.",1973,4,5.77,1,1
Munich,81669,68.1,1.9,1290.0,Bright apartment with great views of the city.,1908,8,18.94,0,1
Cologne,50674,123.3,4.4,825.0,Sehr günstig wegen Umzug ins Ausland. Kaution vorab überweisen.,1974,8,6.69,1,2
Duisburg,47051,60.7,2.3,464.0,Moderne Wohnung mit Fußbodenheizung.,1963,5,7.64,0,4
Stuttgart,70186,64.8,2.1,1076.0,Close to university and city center.,1908,0,16.6,0,1
Hannover,30161,72.7,2.8,1147.0,Altbauwohnung mit hohen Decken und Parkettboden.,2016,8,15.78,0,3
Nuremberg,90408,131.7,4.2,709.0,URGENT: Must rent immediately. Wire transfer required before keys.,2009,4,5.38,1,3
Hannover,30159,126.8,4.2,1875.0,Moderne Wohnung mit Fußbodenheizung.,1994,7,14.79,0,3
Duisburg,47058,137.3,4.9,1401.0,"Quiet neighborhood, perfect for families.",1986,8,10.2,0,4
Cologne,50667,89.5,2.5,566.0,Payment required before viewing. Keys will be mailed to you.,1905,2,6.32,1,2
Dortmund,44135,45.0,1.9,328.0,Frisch saniert mit neuer Küche und Bad.,1931,1,7.29,0,4
Hannover,30165,127.8,4.0,1014.0,Bright apartment with great views of the city.,1996,7,7.93,0,3
Düsseldorf,40219,116.0,3.4,1433.0,Frisch saniert mit neuer Küche und Bad.,2011,4,12.35,0,2
Duisburg,47058,93.5,3.1,1000.0,Frisch saniert mit neuer Küche und Bad.,1989,6,10.7,0,4
Hamburg,20148,128.3,4.2,1837.0,Well-maintained building with elevator.,2021,3,14.32,0,2
Munich,81667,123.8,4.3,2457.0,Bright apartment with great views of the city.,1984,2,19.85,0,1
Frankfurt,60325,55.4,1.8,1184.0,Altbauwohnung mit hohen Decken und Parkettboden.,1976,4,21.37,0,1
Essen,45127,51.6,2.0,446.0,"Quiet neighborhood, perfect for families.",1919,6,8.64,0,4
Dortmund,44143,30.2,1.0,346.0,Modern renovated apartment near public transport.,1904,6,11.47,0,4
Essen,45134,94.1,2.8,1445.0,Well-maintained building with elevator.,2011,4,15.35,0,4
Nuremberg,90409,89.8,3.5,1101.0,Bright apartment with great views of the city.,2005,3,12.26,0,3
Hamburg,20148,137.5,5.1,711.0,My company is relocating me abroad. Send first month rent to reserve.,1901,5,5.17,1,2
Cologne,50676,116.6,4.0,1420.0,Bright apartment with great views of the city.,1983,3,12.18,0,2
Frankfurt,60313,131.9,3.9,3043.0,Well-maintained building with elevator.,1900,7,23.07,0,1
Hannover,30165,51.8,1.9,281.0,Sehr günstig wegen Umzug ins Ausland. Kaution vorab überweisen.,1952,7,5.43,1,3
Munich,80331,81.2,2.4,2137.0,Altbauwohnung mit hohen Decken und Parkettboden.,2017,7,26.32,0,1
Hamburg,20144,111.7,3.7,1693.0,"Quiet neighborhood, perfect for families.",1942,8,15.16,0,2
Dortmund,44145,134.1,4.5,1037.0,Bright apartment with great views of the city.,1905,0,7.73,0,4
Stuttgart,70180,78.8,2.2,1322.0,Well-maintained building with elevator.,1973,0,16.78,0,1
Frankfurt,60318,146.2,4.8,1906.0,Sonnige Südausrichtung mit großer Terrasse.,1909,1,13.04,0,1
Cologne,50672,70.8,2.5,911.0,Green surroundings with garden access.,2015,6,12.87,0,2
Dortmund,44141,94.9,3.4,702.0,Green surroundings with garden access.,1955,0,7.4,0,4
Nuremberg,90408,142.0,4.6,1637.0,Sonnige Südausrichtung mit großer Terrasse.,1990,6,11.53,0,3
Duisburg,47058,134.4,4.5,340.0,My company is relocating me abroad. Send first month rent to reserve.,1988,5,2.53,1,4
Essen,45128,26.7,1.0,193.0,Close to university and city center.,1916,0,7.23,0,4
Düsseldorf,40211,25.1,1.0,718.0,Close to university and city center.,1936,5,28.6,0,2
Stuttgart,70180,89.4,3.2,1656.0,"Quiet neighborhood, perfect for families.",1917,2,18.52,0,1
Nuremberg,90429,123.5,4.5,1291.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,1976,8,10.45,0,3
Duisburg,47051,79.6,2.2,558.0,Altbauwohnung mit hohen Decken und Parkettboden.,1951,0,7.01,0,4
Hannover,30165,40.1,1.3,307.0,Gepflegtes Mehrfamilienhaus in guter Lage.,1946,5,7.66,0,3
Duisburg,47053,143.0,4.9,397.0,URGENT: Must rent immediately. Wire transfer required before keys.,1931,0,2.78,1,4
Duisburg,47053,105.9,3.2,763.0,Altbauwohnung mit hohen Decken und Parkettboden.,1986,8,7.2,0,4
Duisburg,47051,110.3,3.2,724.0,Moderne Wohnung mit Fußbodenheizung.,1905,7,6.56,0,4
Cologne,50674,61.9,2.0,647.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",1912,6,10.45,0,2
Cologne,50676,62.8,1.7,1460.0,Sonnige Südausrichtung mit großer Terrasse.,2007,7,23.24,0,2
Dresden,01067,27.0,1.0,225.0,Gepflegtes Mehrfamilienhaus in guter Lage.,2000,4,8.33,0,3
Nuremberg,90419,146.1,4.8,2255.0,Well-maintained building with elevator.,1901,4,15.44,0,3
Stuttgart,70180,142.7,5.1,1192.0,"Cannot meet in person, will send keys by mail after payment.",1906,7,8.36,1,1
Leipzig,04109,69.9,2.5,750.0,Frisch saniert mit neuer Küche und Bad.,2022,0,10.73,0,3
Cologne,50668,73.0,1.9,815.0,Altbauwohnung mit hohen Decken und Parkettboden.,1908,5,11.16,0,2
Nuremberg,90402,119.1,3.9,1687.0,Gepflegtes Mehrfamilienhaus in guter Lage.,2016,1,14.16,0,3
Stuttgart,70180,78.5,3.0,1457.0,Close to university and city center.,1996,6,18.56,0,1
Cologne,50668,70.2,1.9,1000.0,Frisch saniert mit neuer Küche und Bad.,1982,3,14.25,0,2
Nuremberg,90403,91.0,2.7,1182.0,"Quiet neighborhood, perfect for families.",2012,4,12.99,0,3
Stuttgart,70173,61.9,1.6,1271.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,1946,6,20.53,0,1
Düsseldorf,40219,128.9,4.5,1329.0,Newly built apartment with underground parking.,1914,3,10.31,0,2
Dortmund,44141,98.8,2.9,833.0,Modern renovated apartment near public transport.,1990,6,8.43,0,4
Düsseldorf,40211,74.3,2.7,1391.0,Green surroundings with garden access.,1935,5,18.72,0,2
Frankfurt,60325,74.8,2.5,1094.0,Schöne helle Wohnung im Altbau mit Balkon. Ruhige Lage.,1986,1,14.63,0,1
Duisburg,47058,143.9,4.4,1120.0,Modern renovated apartment near public transport.,1967,3,7.78,0,4
Dortmund,44135,108.8,3.7,1204.0,Gepflegtes Mehrfamilienhaus in guter Lage.,1955,0,11.07,0,4
Dresden,01067,31.3,1.0,363.0,Bright apartment with great views of the city.,1918,7,11.61,0,3
Stuttgart,70182,34.9,1.0,539.0,Sonnige Südausrichtung mit großer Terrasse.,1965,7,15.44,0,1
Cologne,50676,56.3,2.1,733.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",1997,1,13.02,0,2
Dresden,01067,103.6,3.1,319.0,"Ich bin im Ausland, bitte Miete vorab überweisen für Schlüsselübergabe.",1996,3,3.08,1,3
Dresden,01097,124.0,4.6,1374.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",2014,5,11.08,0,3
Nuremberg,90402,115.0,3.4,1119.0,Gepflegtes Mehrfamilienhaus in guter Lage.,1992,6,9.73,0,3
Frankfurt,60318,25.5,1.0,426.0,Close to university and city center.,1978,6,16.71,0,1
Düsseldorf,40215,121.0,4.2,1955.0,Modern renovated apartment near public transport.,1996,6,16.16,0,2
Duisburg,47051,119.9,3.5,719.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,2023,0,6.0,0,4
Düsseldorf,40210,43.1,1.1,334.0,Sehr günstig wegen Umzug ins Ausland. Kaution vorab überweisen.,2005,0,7.75,1,2
Essen,45134,47.2,1.3,187.0,Too good to be true? It's real! Just send deposit first.,1932,2,3.97,1,4
Hamburg,20146,34.2,1.6,547.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",2020,6,15.99,0,2
Essen,45133,132.9,4.8,860.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",1925,5,6.47,0,4
Dresden,01097,86.5,2.7,1083.0,Gepflegtes Mehrfamilienhaus in guter Lage.,1903,4,12.52,0,3
Nuremberg,90419,45.3,1.5,776.0,Gepflegtes Mehrfamilienhaus in guter Lage.,2016,8,17.13,0,3
Stuttgart,70173,97.7,3.7,686.0,URGENT: Must rent immediately. Wire transfer required before keys.,1935,5,7.02,1,1
Frankfurt,60313,134.0,4.4,1017.0,URGENT: Must rent immediately. Wire transfer required before keys.,2024,7,7.59,1,1
Dresden,01127,44.2,1.2,479.0,"Quiet neighborhood, perfect for families.",1978,3,10.84,0,3
Cologne,50668,134.1,4.2,1294.0,Schöne helle Wohnung im Altbau mit Balkon. Ruhige Lage.,2008,1,9.65,0,2
Berlin,10119,37.5,1.4,647.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,2001,8,17.25,0,2
Cologne,50674,122.7,3.8,1735.0,Modern renovated apartment near public transport.,1901,5,14.14,0,2
Düsseldorf,40217,71.5,2.3,1769.0,Schöne helle Wohnung im Altbau mit Balkon. Ruhige Lage.,1983,6,24.73,0,2
Leipzig,04177,46.7,1.9,102.0,I won the lottery and leaving Germany. Quick decision needed.,1934,4,2.19,1,3
Stuttgart,70188,47.7,1.5,1016.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,2018,3,21.3,0,1
Cologne,50674,71.4,2.5,1257.0,Newly built apartment with underground parking.,1954,2,17.61,0,2
Cologne,50667,78.2,2.8,2025.0,Frisch saniert mit neuer Küche und Bad.,1982,8,25.9,0,2
Stuttgart,70173,117.0,4.2,1228.0,Well-maintained building with elevator.,1940,0,10.5,0,1
Dortmund,44137,59.5,1.5,235.0,"Ich bin im Ausland, bitte Miete vorab überweisen für Schlüsselübergabe.",1928,0,3.95,1,4
Munich,81667,69.6,2.3,803.0,I won the lottery and leaving Germany. Quick decision needed.,1908,2,11.54,1,1
Dortmund,44139,50.7,1.2,561.0,Altbauwohnung mit hohen Decken und Parkettboden.,2020,6,11.07,0,4
Duisburg,47051,81.3,2.8,471.0,Schöne helle Wohnung im Altbau mit Balkon. Ruhige Lage.,1938,0,5.79,0,4
Hannover,30165,103.6,3.2,1481.0,Altbauwohnung mit hohen Decken und Parkettboden.,1912,1,14.3,0,3
Düsseldorf,40213,32.6,1.1,371.0,Schöne helle Wohnung im Altbau mit Balkon. Ruhige Lage.,1924,5,11.38,0,2
Nuremberg,90403,115.7,3.9,1800.0,Moderne Wohnung mit Fußbodenheizung.,1974,7,15.55,0,3
Leipzig,04107,102.2,3.3,889.0,Newly built apartment with underground parking.,1941,0,8.7,0,3
Stuttgart,70173,59.9,1.5,1077.0,Bright apartment with great views of the city.,1955,8,17.98,0,1
Essen,45134,127.0,4.5,893.0,Modern renovated apartment near public transport.,1956,8,7.03,0,4
Essen,45128,33.2,1.0,225.0,Frisch saniert mit neuer Küche und Bad.,1940,3,6.78,0,4
Hamburg,20097,134.4,4.0,903.0,Sehr günstig wegen Umzug ins Ausland. Kaution vorab überweisen.,1902,6,6.72,1,2
Leipzig,04177,32.7,1.0,282.0,Moderne Wohnung mit Fußbodenheizung.,1925,8,8.63,0,3
Leipzig,04103,118.8,3.7,1767.0,Bright apartment with great views of the city.,1985,8,14.87,0,3
Nuremberg,90403,33.4,1.0,130.0,Payment required before viewing. Keys will be mailed to you.,1952,8,3.88,1,3
Dresden,01099,36.5,1.2,158.0,"Ich bin im Ausland, bitte Miete vorab überweisen für Schlüsselübergabe.",1932,3,4.34,1,3
Duisburg,47059,59.2,2.3,518.0,Close to university and city center.,1993,4,8.75,0,4
Leipzig,04177,134.8,4.7,554.0,Payment required before viewing. Keys will be mailed to you.,2006,0,4.11,1,3
Frankfurt,60322,54.1,1.5,836.0,Newly built apartment with underground parking.,1990,4,15.45,0,1
Leipzig,04109,65.0,1.7,593.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",1955,7,9.12,0,3
Munich,81669,30.8,1.2,763.0,Close to university and city center.,1983,5,24.77,0,1
Hannover,30169,74.8,2.7,420.0,I won the lottery and leaving Germany. Quick decision needed.,1940,1,5.61,1,3
Leipzig,04179,37.7,1.0,178.0,My company is relocating me abroad. Send first month rent to reserve.,1985,6,4.73,1,3
Cologne,50670,26.3,1.0,421.0,"Quiet neighborhood, perfect for families.",1944,6,16.01,0,2
Frankfurt,60322,96.4,2.8,1737.0,Newly built apartment with underground parking.,2004,7,18.02,0,1
Stuttgart,70188,140.7,4.3,1104.0,My company is relocating me abroad. Send first month rent to reserve.,1981,7,7.85,1,1
Cologne,50670,127.0,4.0,2023.0,Schöne helle Wohnung im Altbau mit Balkon. Ruhige Lage.,1968,4,15.93,0,2
Munich,80331,27.5,1.0,820.0,Modern renovated apartment near public transport.,1912,3,29.83,0,1
Nuremberg,90403,120.3,3.8,2384.0,Newly built apartment with underground parking.,1996,8,19.81,0,3
Leipzig,04109,108.8,4.0,1356.0,Modern renovated apartment near public transport.,1943,4,12.46,0,3
Düsseldorf,40219,143.3,4.9,1535.0,Well-maintained building with elevator.,1912,0,10.71,0,2
Berlin,10115,89.9,3.2,1492.0,Well-maintained building with elevator.,1952,1,16.6,0,2
Nuremberg,90403,102.0,3.9,1128.0,"Quiet neighborhood, perfect for families.",1991,7,11.06,0,3
Berlin,10115,112.2,3.8,1643.0,Altbauwohnung mit hohen Decken und Parkettboden.,1969,0,14.64,0,2
Berlin,10179,122.8,4.1,1998.0,Moderne Wohnung mit Fußbodenheizung.,1923,1,16.27,0,2
Frankfurt,60316,56.8,1.7,1011.0,Modern renovated apartment near public transport.,1982,2,17.8,0,1
Nuremberg,90403,68.0,2.5,772.0,Well-maintained building with elevator.,1912,7,11.35,0,3
Stuttgart,70173,36.6,1.6,822.0,Sonnige Südausrichtung mit großer Terrasse.,2006,6,22.46,0,1
Nuremberg,90429,43.1,1.7,485.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,1951,4,11.25,0,3
Nuremberg,90403,72.5,2.1,610.0,Altbauwohnung mit hohen Decken und Parkettboden.,1923,2,8.41,0,3
Cologne,50667,137.8,4.7,1700.0,Bright apartment with great views of the city.,1958,8,12.34,0,2
Nuremberg,90429,111.6,4.1,1371.0,Bright apartment with great views of the city.,1932,1,12.28,0,3
Berlin,10963,65.8,2.0,1023.0,"Quiet neighborhood, perfect for families.",1974,1,15.55,0,2
Essen,45127,74.3,2.4,193.0,Sehr günstig wegen Umzug ins Ausland. Kaution vorab überweisen.,1931,0,2.6,1,4
Dortmund,44143,131.3,3.9,1128.0,Well-maintained building with elevator.,1940,6,8.59,0,4
Dresden,01069,49.5,1.3,629.0,Altbauwohnung mit hohen Decken und Parkettboden.,2016,2,12.71,0,3
Leipzig,04103,119.3,3.9,1040.0,Frisch saniert mit neuer Küche und Bad.,2018,7,8.72,0,3
Duisburg,47051,127.6,3.8,863.0,Schöne helle Wohnung im Altbau mit Balkon. Ruhige Lage.,2014,3,6.76,0,4
Hannover,30165,114.6,3.4,932.0,Newly built apartment with underground parking.,1964,7,8.13,0,3
Duisburg,47058,77.7,2.2,645.0,Gepflegtes Mehrfamilienhaus in guter Lage.,1987,0,8.3,0,4
Essen,45131,30.0,1.0,139.0,URGENT: Must rent immediately. Wire transfer required before keys.,1940,3,4.63,1,4
Hamburg,20095,143.7,4.9,2526.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",1964,7,17.58,0,2
Hamburg,20097,137.6,4.3,2066.0,"Quiet neighborhood, perfect for families.",2004,2,15.01,0,2
Düsseldorf,40210,40.3,1.2,657.0,Gepflegtes Mehrfamilienhaus in guter Lage.,1979,5,16.3,0,2
Essen,45128,33.6,1.0,259.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,1970,3,7.71,0,4
Hamburg,20099,51.6,1.4,626.0,Moderne Wohnung mit Fußbodenheizung.,1905,2,12.13,0,2
Nuremberg,90402,73.5,2.2,731.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",1928,2,9.95,0,3
Dresden,01069,139.3,4.9,1112.0,Bright apartment with great views of the city.,1937,3,7.98,0,3
Essen,45131,146.4,5.4,1047.0,Newly built apartment with underground parking.,1956,8,7.15,0,4
Düsseldorf,40213,73.0,2.8,446.0,"I am currently abroad, please send deposit via Western Union before viewing.",1918,1,6.11,1,2
